0 0 0 0 0 0 0 0 0 13 0 0 0 8 0 0 0 0 0 0
0 0 8 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
0 8 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 10 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 10 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0
0 0 3 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0
0 0 0 9 0 0 0 0 0 18 0 0 0 0 0 17 0 0 0 0
0 0 0 0 0 0 0 0 0 0 7 0 17 0 0 0 0 0 0 0
13 13 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 19 0 0 7 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 17 0 0 0 0 0 17 0 0 0 0 0
8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 718 0 0 0
0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 718 0 0 0 0 34
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 53
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 53 0 0
